//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	270	366	5	5	0	0	60s	100	2	3309
m	267	418	5	5	0	0	60s	100	2	3309
m	269	449	5	5	0	0	60s	100	2	3309
m	269	485	5	5	0	0	60s	100	2	3309
m	270	512	5	5	0	0	60s	100	2	3309
m	295	509	5	5	0	0	60s	100	2	3309
m	338	511	5	5	0	0	60s	100	2	3309
m	372	512	5	5	0	0	60s	100	2	3309
m	269	309	5	5	0	0	60s	100	2	3310
m	271	352	5	5	0	0	60s	100	2	3310
m	271	392	5	5	0	0	60s	100	2	3310
m	269	467	5	5	0	0	60s	100	2	3310
m	316	511	5	5	0	0	60s	100	2	3310
m	455	295	5	5	0	0	60s	100	2	3310
m	411	298	5	5	0	0	60s	100	2	3310
m	395	297	5	5	0	0	60s	100	2	3310
m	359	297	5	5	0	0	60s	100	2	3310
m	307	295	5	5	0	0	60s	100	2	3310
m	488	295	5	5	0	0	60s	100	2	3310
m	269	499	5	5	0	0	60s	100	2	3310
m	285	511	5	5	0	0	60s	100	2	3310
m	308	511	5	5	0	0	60s	100	2	3310
m	327	511	5	5	0	0	60s	100	2	3310
m	355	511	5	5	0	0	60s	100	2	3310
m	375	529	5	5	0	0	60s	100	2	3310
m	376	550	5	5	0	0	60s	100	2	3310
m	377	566	5	5	0	0	60s	100	2	3310
m	404	567	5	5	0	0	60s	100	2	3310
m	428	567	5	5	0	0	60s	100	2	3310
m	463	567	5	5	0	0	60s	100	2	3310
m	505	565	5	5	0	0	60s	100	2	3310
m	538	565	5	5	0	0	60s	100	2	3310
m	549	541	5	5	0	0	60s	100	2	3310
m	545	502	5	5	0	0	60s	100	2	3310
m	548	472	5	5	0	0	60s	100	2	3310
m	549	433	5	5	0	0	60s	100	2	3310
m	549	413	5	5	0	0	60s	100	2	3310
m	550	378	5	5	0	0	60s	100	2	3310
m	548	348	5	5	0	0	60s	100	2	3310
m	549	292	5	5	0	0	60s	100	2	3310
m	547	255	5	5	0	0	60s	100	2	3310
m	445	566	5	5	0	0	60s	100	2	3308
m	270	405	5	5	0	0	60s	100	2	3308
m	271	435	5	5	0	0	60s	100	2	3308
m	546	361	5	5	0	0	60s	100	2	3308
m	549	318	5	5	0	0	60s	100	2	3308
m	546	457	5	5	0	0	60s	100	2	3308
m	547	518	5	5	0	0	60s	100	2	3308
m	518	567	5	5	0	0	60s	100	2	3308
m	481	568	5	5	0	0	60s	100	2	3308
m	389	568	5	5	0	0	60s	100	2	3308
m	547	392	5	5	0	0	60s	100	2	3308
m	563	417	5	5	0	0	60s	100	2	3308
m	589	416	5	5	0	0	60s	100	2	3308
m	365	357	5	5	0	0	60s	100	2	3308
m	269	378	5	5	0	0	60s	100	2	3308
m	319	297	5	5	0	0	60s	100	2	3308
m	347	296	5	5	0	0	60s	100	2	3308
m	271	296	5	5	0	0	60s	100	2	3308
m	424	297	5	5	0	0	60s	100	2	3308
m	503	345	5	5	0	0	60s	100	2	3308
m	450	334	0	0	0	0	360s	100	1	3311
m	273	423	5	5	0	0	60s	100	2	3312
m	275	511	5	5	0	0	60s	100	2	3312
m	377	540	5	5	0	0	60s	100	2	3312
m	396	569	5	5	0	0	60s	100	2	3312
m	419	567	5	5	0	0	60s	100	2	3312
m	439	565	5	5	0	0	60s	100	2	3312
m	473	565	5	5	0	0	60s	100	2	3312
m	494	518	5	5	0	0	60s	100	2	3312
m	377	468	5	5	0	0	60s	100	2	3312
m	323	471	5	5	0	0	60s	100	2	3312
m	309	411	5	5	0	0	60s	100	2	3312
m	311	353	5	5	0	0	60s	100	2	3312
m	341	338	5	5	0	0	60s	100	2	3312
m	268	342	5	5	0	0	60s	100	2	3312
m	271	321	5	5	0	0	60s	100	2	3312
m	493	568	5	5	0	0	60s	100	2	3312
m	487	517	5	5	0	0	60s	100	2	3312
m	363	510	5	5	0	0	60s	100	2	3312
m	399	339	5	5	0	0	60s	100	2	3312
m	501	251	5	5	0	0	60s	100	2	3306
m	502	219	5	5	0	0	60s	100	2	3306
m	501	194	5	5	0	0	60s	100	2	3306
m	553	193	5	5	0	0	60s	100	2	3306
m	591	198	5	5	0	0	60s	100	2	3306
m	588	232	5	5	0	0	60s	100	2	3306
m	590	278	5	5	0	0	60s	100	2	3306
m	591	328	5	5	0	0	60s	100	2	3306
m	590	358	5	5	0	0	60s	100	2	3306
m	594	393	5	5	0	0	60s	100	2	3306
m	591	451	5	5	0	0	60s	100	2	3306
m	591	489	5	5	0	0	60s	100	2	3306
m	589	525	5	5	0	0	60s	100	2	3306
m	592	571	5	5	0	0	60s	100	2	3306
m	591	603	5	5	0	0	60s	100	2	3306
m	542	612	5	5	0	0	60s	100	2	3306
m	488	613	5	5	0	0	60s	100	2	3306
m	421	611	5	5	0	0	60s	100	2	3306
m	389	238	5	5	0	0	60s	100	2	3306
m	401	267	5	5	0	0	60s	100	2	3306
m	336	245	5	5	0	0	60s	100	2	3306
m	295	241	5	5	0	0	60s	100	2	3306
m	247	241	5	5	0	0	60s	100	2	3306
m	225	252	5	5	0	0	60s	100	2	3306
m	225	291	5	5	0	0	60s	100	2	3306
m	226	315	5	5	0	0	60s	100	2	3306
m	189	325	5	5	0	0	60s	100	2	3306
m	181	372	5	5	0	0	60s	100	2	3306
m	179	429	5	5	0	0	60s	100	2	3306
m	180	471	5	5	0	0	60s	100	2	3306
m	181	512	5	5	0	0	60s	100	2	3306
m	183	549	5	5	0	0	60s	100	2	3306
m	179	581	5	5	0	0	60s	100	2	3306
m	185	611	5	5	0	0	60s	100	2	3306
m	208	610	5	5	0	0	60s	100	2	3306
m	245	610	5	5	0	0	60s	100	2	3306
m	283	610	5	5	0	0	60s	100	2	3306
m	325	610	5	5	0	0	60s	100	2	3306
m	333	586	5	5	0	0	60s	100	2	3306
m	329	561	5	5	0	0	60s	100	2	3306
m	280	564	5	5	0	0	60s	100	2	3306
m	234	566	5	5	0	0	60s	100	2	3306
m	225	544	5	5	0	0	60s	100	2	3306
m	227	495	5	5	0	0	60s	100	2	3306
m	224	459	5	5	0	0	60s	100	2	3306
m	225	426	5	5	0	0	60s	100	2	3306
m	519	193	5	5	0	0	60s	100	2	3307
m	573	193	5	5	0	0	60s	100	2	3307
m	590	218	5	5	0	0	60s	100	2	3307
m	589	254	5	5	0	0	60s	100	2	3307
m	590	306	5	5	0	0	60s	100	2	3307
m	591	438	5	5	0	0	60s	100	2	3307
m	589	471	5	5	0	0	60s	100	2	3307
m	591	509	5	5	0	0	60s	100	2	3307
m	593	554	5	5	0	0	60s	100	2	3307
m	592	589	5	5	0	0	60s	100	2	3307
m	571	610	5	5	0	0	60s	100	2	3307
m	515	612	5	5	0	0	60s	100	2	3307
m	465	611	5	5	0	0	60s	100	2	3307
m	443	610	5	5	0	0	60s	100	2	3307
m	464	592	5	5	0	0	60s	100	2	3307
m	299	565	5	5	0	0	60s	100	2	3307
m	329	599	5	5	0	0	60s	100	2	3307
m	297	610	5	5	0	0	60s	100	2	3307
m	261	609	5	5	0	0	60s	100	2	3307
m	226	611	5	5	0	0	60s	100	2	3307
m	180	567	5	5	0	0	60s	100	2	3307
m	180	493	5	5	0	0	60s	100	2	3307
m	181	450	5	5	0	0	60s	100	2	3307
m	179	402	5	5	0	0	60s	100	2	3307
m	179	343	5	5	0	0	60s	100	2	3307
m	228	271	5	5	0	0	60s	100	2	3307
m	265	241	5	5	0	0	60s	100	2	3307
m	320	240	5	5	0	0	60s	100	2	3307
m	367	239	5	5	0	0	60s	100	2	3307
m	477	193	5	5	0	0	60s	100	2	3308
m	541	193	5	5	0	0	60s	100	2	3308
m	581	194	5	5	0	0	60s	100	2	3308
m	591	212	5	5	0	0	60s	100	2	3308
m	591	269	5	5	0	0	60s	100	2	3308
m	546	275	5	5	0	0	60s	100	2	3308
m	548	337	5	5	0	0	60s	100	2	3308
m	548	303	5	5	0	0	60s	100	2	3308
m	514	249	5	5	0	0	60s	100	2	3308
m	532	249	5	5	0	0	60s	100	2	3308
m	590	293	5	5	0	0	60s	100	2	3308
m	593	381	5	5	0	0	60s	100	2	3308
m	576	417	5	5	0	0	60s	100	2	3308
m	590	540	5	5	0	0	60s	100	2	3308
m	554	609	5	5	0	0	60s	100	2	3308
m	478	607	5	5	0	0	60s	100	2	3308
m	427	607	5	5	0	0	60s	100	2	3308
m	421	629	5	5	0	0	60s	100	2	3308
m	421	647	5	5	0	0	60s	100	2	3308
m	313	611	5	5	0	0	60s	100	2	3308
m	313	565	5	5	0	0	60s	100	2	3308
m	259	567	5	5	0	0	60s	100	2	3308
m	224	515	5	5	0	0	60s	100	2	3308
m	221	477	5	5	0	0	60s	100	2	3308
m	223	444	5	5	0	0	60s	100	2	3308
m	228	533	5	5	0	0	60s	100	2	3308
m	184	531	5	5	0	0	60s	100	2	3308
m	182	416	5	5	0	0	60s	100	2	3308
m	185	386	5	5	0	0	60s	100	2	3308
m	180	355	5	5	0	0	60s	100	2	3308
m	180	327	5	5	0	0	60s	100	2	3308
m	208	320	5	5	0	0	60s	100	2	3308
m	228	325	5	5	0	0	60s	100	2	3308
m	183	601	5	5	0	0	60s	100	2	3308
m	399	251	5	5	0	0	60s	100	2	3309
m	399	285	5	5	0	0	60s	100	2	3309
m	377	244	5	5	0	0	60s	100	2	3309
m	348	241	5	5	0	0	60s	100	2	3309
m	305	244	5	5	0	0	60s	100	2	3309
m	276	241	5	5	0	0	60s	100	2	3309
m	230	241	5	5	0	0	60s	100	2	3309
m	226	301	5	5	0	0	60s	100	2	3309
m	225	279	5	5	0	0	60s	100	2	3309
m	481	249	5	5	0	0	60s	100	2	3309
m	501	235	5	5	0	0	60s	100	2	3309
m	505	204	5	5	0	0	60s	100	2	3309
m	491	198	5	5	0	0	60s	100	2	3309
m	531	197	5	5	0	0	60s	100	2	3309
m	593	345	5	5	0	0	60s	100	2	3309
m	593	429	5	5	0	0	60s	100	2	3309
m	591	497	5	5	0	0	60s	100	2	3309
m	594	479	5	5	0	0	60s	100	2	3309
m	583	610	5	5	0	0	60s	100	2	3309
m	527	609	5	5	0	0	60s	100	2	3309
m	507	608	5	5	0	0	60s	100	2	3309
m	329	573	5	5	0	0	60s	100	2	3309
m	223	563	5	5	0	0	60s	100	2	3309
m	247	567	5	5	0	0	60s	100	2	3309
m	182	540	5	5	0	0	60s	100	2	3309
m	186	436	5	5	0	0	60s	100	2	3309
m	177	385	5	5	0	0	60s	100	2	3309
m	199	325	5	5	0	0	60s	100	2	3309
m	217	323	5	5	0	0	60s	100	2	3309
m	249	629	5	5	0	0	60s	100	2	3309
m	248	649	5	5	0	0	60s	100	2	3309
m	347	656	5	5	0	0	60s	100	2	3309
m	293	654	5	5	0	0	60s	100	2	3309
m	275	654	5	5	0	0	60s	100	2	3309
m	387	656	5	5	0	0	60s	100	2	3309
m	438	653	5	5	0	0	60s	100	2	3309
m	489	657	5	5	0	0	60s	100	2	3309
m	542	639	5	5	0	0	60s	100	2	3309
m	548	629	5	5	0	0	60s	100	2	3309
m	543	656	5	5	0	0	60s	100	2	3309
m	513	653	5	5	0	0	60s	100	2	3309
m	545	555	5	5	0	0	60s	100	2	3309
m	186	465	5	5	0	0	60s	100	2	3310
m	185	485	5	5	0	0	60s	100	2	3310
m	181	520	5	5	0	0	60s	100	2	3310
m	183	593	5	5	0	0	60s	100	2	3310
m	197	612	5	5	0	0	60s	100	2	3310
m	219	613	5	5	0	0	60s	100	2	3310
m	263	659	5	5	0	0	60s	100	2	3310
m	313	653	5	5	0	0	60s	100	2	3310
m	335	655	5	5	0	0	60s	100	2	3310
m	365	655	5	5	0	0	60s	100	2	3310
m	405	653	5	5	0	0	60s	100	2	3310
m	462	656	5	5	0	0	60s	100	2	3310
m	559	653	5	5	0	0	60s	100	2	3310
m	600	655	5	5	0	0	60s	100	2	3310
m	594	461	5	5	0	0	60s	100	2	3310
m	591	369	5	5	0	0	60s	100	2	3310
m	595	315	5	5	0	0	60s	100	2	3310
m	594	242	5	5	0	0	60s	100	2	3310
m	490	249	5	5	0	0	60s	100	2	3310
m	520	249	5	5	0	0	60s	100	2	3310
m	540	248	5	5	0	0	60s	100	2	3310
m	296	219	5	5	0	0	60s	100	2	3310
m	296	202	5	5	0	0	60s	100	2	3310
m	335	197	5	5	0	0	60s	100	2	3310
m	315	198	5	5	0	0	60s	100	2	3310
m	463	193	5	5	0	0	60s	100	2	3310
m	178	556	5	5	0	0	60s	100	2	3308
m	239	609	5	5	0	0	60s	100	2	3308
m	266	563	5	5	0	0	60s	100	2	3308
m	310	563	5	5	0	0	60s	100	2	3308
m	292	562	5	5	0	0	60s	100	2	3308
m	272	613	5	5	0	0	60s	100	2	3308
m	263	651	5	5	0	0	60s	100	2	3308
m	227	483	5	5	0	0	60s	100	2	3308
m	226	507	5	5	0	0	60s	100	2	3308
m	226	261	5	5	0	0	60s	100	2	3308
m	286	243	5	5	0	0	60s	100	2	3308
m	457	173	5	5	0	0	60s	100	2	3312
m	457	154	5	5	0	0	60s	100	2	3312
m	486	143	5	5	0	0	60s	100	2	3312
m	542	140	5	5	0	0	60s	100	2	3312
m	379	142	5	5	0	0	60s	100	2	3312
m	321	141	5	5	0	0	60s	100	2	3312
m	262	142	5	5	0	0	60s	100	2	3312
m	249	189	5	5	0	0	60s	100	2	3312
m	206	199	5	5	0	0	60s	100	2	3312
m	177	247	5	5	0	0	60s	100	2	3312
m	123	269	5	5	0	0	60s	100	2	3312
m	122	349	5	5	0	0	60s	100	2	3312
m	124	411	5	5	0	0	60s	100	2	3312
m	122	459	5	5	0	0	60s	100	2	3312
m	122	511	5	5	0	0	60s	100	2	3312
m	123	571	5	5	0	0	60s	100	2	3312
m	123	614	5	5	0	0	60s	100	2	3312
m	127	652	5	5	0	0	60s	100	2	3312
m	186	657	5	5	0	0	60s	100	2	3312
m	646	610	5	5	0	0	60s	100	2	3312
m	647	508	5	5	0	0	60s	100	2	3312
m	647	398	5	5	0	0	60s	100	2	3312
m	648	300	5	5	0	0	60s	100	2	3312
m	646	258	5	5	0	0	60s	100	2	3312
m	643	222	5	5	0	0	60s	100	2	3312
m	700	217	5	5	0	0	60s	100	2	3312
m	703	333	5	5	0	0	60s	100	2	3312
m	702	432	5	5	0	0	60s	100	2	3312
m	701	519	5	5	0	0	60s	100	2	3312
m	702	586	5	5	0	0	60s	100	2	3312
m	703	678	5	5	0	0	60s	100	2	3312
m	581	710	5	5	0	0	60s	100	2	3312
m	425	712	5	5	0	0	60s	100	2	3312
m	236	711	5	5	0	0	60s	100	2	3312
m	115	709	5	5	0	0	60s	100	2	3312
m	66	610	5	5	0	0	60s	100	2	3312
m	69	473	5	5	0	0	60s	100	2	3312
m	68	337	5	5	0	0	60s	100	2	3312
m	65	172	5	5	0	0	60s	100	2	3312
m	693	83	5	5	0	0	60s	100	2	3312
m	703	150	5	5	0	0	60s	100	2	3312
m	562	85	5	5	0	0	60s	100	2	3312
m	399	85	5	5	0	0	60s	100	2	3312
m	213	82	5	5	0	0	60s	100	2	3312
m	322	88	5	5	0	0	60s	100	2	3312
m	244	87	5	5	0	0	60s	100	2	3308
m	171	87	5	5	0	0	60s	100	2	3308
m	360	84	5	5	0	0	60s	100	2	3308
m	439	82	5	5	0	0	60s	100	2	3308
m	506	86	5	5	0	0	60s	100	2	3308
m	609	85	5	5	0	0	60s	100	2	3308
m	670	88	5	5	0	0	60s	100	2	3308
m	704	122	5	5	0	0	60s	100	2	3308
m	703	186	5	5	0	0	60s	100	2	3308
m	702	282	5	5	0	0	60s	100	2	3308
m	704	372	5	5	0	0	60s	100	2	3308
m	701	480	5	5	0	0	60s	100	2	3308
m	649	455	5	5	0	0	60s	100	2	3308
m	646	340	5	5	0	0	60s	100	2	3308
m	643	563	5	5	0	0	60s	100	2	3308
m	648	649	5	5	0	0	60s	100	2	3308
m	627	711	5	5	0	0	60s	100	2	3308
m	685	708	5	5	0	0	60s	100	2	3308
m	471	711	5	5	0	0	60s	100	2	3308
m	261	711	5	5	0	0	60s	100	2	3308
m	160	711	5	5	0	0	60s	100	2	3308
m	66	674	5	5	0	0	60s	100	2	3308
m	67	544	5	5	0	0	60s	100	2	3308
m	68	424	5	5	0	0	60s	100	2	3308
m	70	364	5	5	0	0	60s	100	2	3308
m	66	275	5	5	0	0	60s	100	2	3308
m	68	206	5	5	0	0	60s	100	2	3308
m	153	87	5	5	0	0	60s	100	2	3310
m	195	88	5	5	0	0	60s	100	2	3310
m	288	83	5	5	0	0	60s	100	2	3310
m	379	86	5	5	0	0	60s	100	2	3310
m	457	84	5	5	0	0	60s	100	2	3310
m	537	86	5	5	0	0	60s	100	2	3310
m	551	110	5	5	0	0	60s	100	2	3310
m	643	85	5	5	0	0	60s	100	2	3310
m	702	106	5	5	0	0	60s	100	2	3310
m	676	220	5	5	0	0	60s	100	2	3310
m	706	260	5	5	0	0	60s	100	2	3310
m	705	312	5	5	0	0	60s	100	2	3310
m	704	406	5	5	0	0	60s	100	2	3310
m	703	551	5	5	0	0	60s	100	2	3310
m	701	629	5	5	0	0	60s	100	2	3310
m	706	704	5	5	0	0	60s	100	2	3310
m	650	710	5	5	0	0	60s	100	2	3310
m	543	714	5	5	0	0	60s	100	2	3310
m	494	713	5	5	0	0	60s	100	2	3310
m	389	711	5	5	0	0	60s	100	2	3310
m	201	711	5	5	0	0	60s	100	2	3310
m	275	714	5	5	0	0	60s	100	2	3310
m	225	650	5	5	0	0	60s	100	2	3310
m	164	656	5	5	0	0	60s	100	2	3310
m	140	653	5	5	0	0	60s	100	2	3310
m	124	631	5	5	0	0	60s	100	2	3310
m	124	587	5	5	0	0	60s	100	2	3310
m	121	544	5	5	0	0	60s	100	2	3310
m	124	486	5	5	0	0	60s	100	2	3310
m	124	436	5	5	0	0	60s	100	2	3310
m	65	581	5	5	0	0	60s	100	2	3310
m	95	585	5	5	0	0	60s	100	2	3310
m	64	644	5	5	0	0	60s	100	2	3310
m	69	703	5	5	0	0	60s	100	2	3310
m	68	514	5	5	0	0	60s	100	2	3310
m	69	404	5	5	0	0	60s	100	2	3310
m	79	382	5	5	0	0	60s	100	2	3310
m	111	382	5	5	0	0	60s	100	2	3310
m	126	370	5	5	0	0	60s	100	2	3310
m	129	324	5	5	0	0	60s	100	2	3310
m	124	300	5	5	0	0	60s	100	2	3310
m	140	264	5	5	0	0	60s	100	2	3310
m	172	266	5	5	0	0	60s	100	2	3310
m	70	296	5	5	0	0	60s	100	2	3310
m	65	320	5	5	0	0	60s	100	2	3310
m	69	235	5	5	0	0	60s	100	2	3310
m	69	185	5	5	0	0	60s	100	2	3310
m	71	146	5	5	0	0	60s	100	2	3310
m	112	145	5	5	0	0	60s	100	2	3310
m	153	144	5	5	0	0	60s	100	2	3310
m	294	139	5	5	0	0	60s	100	2	3310
m	349	140	5	5	0	0	60s	100	2	3310
m	413	138	5	5	0	0	60s	100	2	3310
m	514	142	5	5	0	0	60s	100	2	3310
m	439	140	5	5	0	0	60s	100	2	3309
m	400	144	5	5	0	0	60s	100	2	3309
m	471	144	5	5	0	0	60s	100	2	3309
m	536	142	5	5	0	0	60s	100	2	3309
m	547	122	5	5	0	0	60s	100	2	3309
m	557	83	5	5	0	0	60s	100	2	3309
m	594	86	5	5	0	0	60s	100	2	3309
m	632	82	5	5	0	0	60s	100	2	3309
m	493	86	5	5	0	0	60s	100	2	3309
m	426	86	5	5	0	0	60s	100	2	3309
m	339	86	5	5	0	0	60s	100	2	3309
m	331	106	5	5	0	0	60s	100	2	3309
m	333	130	5	5	0	0	60s	100	2	3309
m	263	85	5	5	0	0	60s	100	2	3309
m	224	87	5	5	0	0	60s	100	2	3309
m	185	83	5	5	0	0	60s	100	2	3309
m	149	83	5	5	0	0	60s	100	2	3309
m	132	85	5	5	0	0	60s	100	2	3309
m	124	180	5	5	0	0	60s	100	2	3309
m	123	150	5	5	0	0	60s	100	2	3309
m	131	144	5	5	0	0	60s	100	2	3309
m	94	145	5	5	0	0	60s	100	2	3309
m	67	253	5	5	0	0	60s	100	2	3309
m	70	313	5	5	0	0	60s	100	2	3309
m	65	381	5	5	0	0	60s	100	2	3309
m	124	308	5	5	0	0	60s	100	2	3309
m	121	336	5	5	0	0	60s	100	2	3309
m	157	272	5	5	0	0	60s	100	2	3309
m	183	213	5	5	0	0	60s	100	2	3309
m	187	195	5	5	0	0	60s	100	2	3309
m	229	193	5	5	0	0	60s	100	2	3309
m	242	200	5	5	0	0	60s	100	2	3309
m	249	169	5	5	0	0	60s	100	2	3309
m	250	143	5	5	0	0	60s	100	2	3309
m	660	219	5	5	0	0	60s	100	2	3309
m	650	239	5	5	0	0	60s	100	2	3309
m	648	278	5	5	0	0	60s	100	2	3309
m	648	322	5	5	0	0	60s	100	2	3309
m	626	340	5	5	0	0	60s	100	2	3309
m	613	339	5	5	0	0	60s	100	2	3309
m	651	365	5	5	0	0	60s	100	2	3309
m	647	384	5	5	0	0	60s	100	2	3309
m	649	423	5	5	0	0	60s	100	2	3309
m	650	480	5	5	0	0	60s	100	2	3309
m	627	510	5	5	0	0	60s	100	2	3309
m	609	510	5	5	0	0	60s	100	2	3309
m	644	527	5	5	0	0	60s	100	2	3309
m	701	241	5	5	0	0	60s	100	2	3309
m	704	170	5	5	0	0	60s	100	2	3309
m	704	130	5	5	0	0	60s	100	2	3309
m	705	88	5	5	0	0	60s	100	2	3309
m	682	82	5	5	0	0	60s	100	2	3309
m	656	84	5	5	0	0	60s	100	2	3309
m	699	385	5	5	0	0	60s	100	2	3309
m	703	354	5	5	0	0	60s	100	2	3309
m	704	462	5	5	0	0	60s	100	2	3309
m	706	503	5	5	0	0	60s	100	2	3309
m	703	534	5	5	0	0	60s	100	2	3309
m	704	574	5	5	0	0	60s	100	2	3309
m	676	587	5	5	0	0	60s	100	2	3309
m	649	586	5	5	0	0	60s	100	2	3309
m	648	625	5	5	0	0	60s	100	2	3309
m	625	655	5	5	0	0	60s	100	2	3310
m	576	654	5	5	0	0	60s	100	2	3310
m	520	654	5	5	0	0	60s	100	2	3310
m	466	682	5	5	0	0	60s	100	2	3310
m	455	713	5	5	0	0	60s	100	2	3310
m	520	713	5	5	0	0	60s	100	2	3310
m	573	711	5	5	0	0	60s	100	2	3310
m	615	712	5	5	0	0	60s	100	2	3310
m	294	700	5	5	0	0	60s	100	2	3310
m	297	678	5	5	0	0	60s	100	2	3310
m	140	710	5	5	0	0	60s	100	2	3310
m	78	709	5	5	0	0	60s	100	2	3310
m	68	628	5	5	0	0	60s	100	2	3310
m	76	563	5	5	0	0	60s	100	2	3310
m	69	521	5	5	0	0	60s	100	2	3310
m	73	497	5	5	0	0	60s	100	2	3310
m	67	456	5	5	0	0	60s	100	2	3310
m	66	440	5	5	0	0	60s	100	2	3308
m	121	448	5	5	0	0	60s	100	2	3308
m	123	469	5	5	0	0	60s	100	2	3308
m	119	502	5	5	0	0	60s	100	2	3308
m	123	527	5	5	0	0	60s	100	2	3308
m	126	562	5	5	0	0	60s	100	2	3308
m	110	587	5	5	0	0	60s	100	2	3308
m	80	584	5	5	0	0	60s	100	2	3308
m	69	602	5	5	0	0	60s	100	2	3308
m	71	657	5	5	0	0	60s	100	2	3308
m	67	693	5	5	0	0	60s	100	2	3308
m	99	711	5	5	0	0	60s	100	2	3308
m	171	713	5	5	0	0	60s	100	2	3308
m	223	713	5	5	0	0	60s	100	2	3308
m	252	714	5	5	0	0	60s	100	2	3308
m	411	711	5	5	0	0	60s	100	2	3308
m	446	713	5	5	0	0	60s	100	2	3308
m	499	711	5	5	0	0	60s	100	2	3308
m	553	708	5	5	0	0	60s	100	2	3308
m	585	706	5	5	0	0	60s	100	2	3308
m	627	709	5	5	0	0	60s	100	2	3308
m	675	713	5	5	0	0	60s	100	2	3308
m	700	710	5	5	0	0	60s	100	2	3308
m	705	694	5	5	0	0	60s	100	2	3308
m	708	660	5	5	0	0	60s	100	2	3308
m	708	639	5	5	0	0	60s	100	2	3308
m	703	603	5	5	0	0	60s	100	2	3308
m	706	515	5	5	0	0	60s	100	2	3308
m	703	464	5	5	0	0	60s	100	2	3308
m	703	418	5	5	0	0	60s	100	2	3308
m	704	380	5	5	0	0	60s	100	2	3308
m	704	352	5	5	0	0	60s	100	2	3308
m	700	296	5	5	0	0	60s	100	2	3308
m	706	225	5	5	0	0	60s	100	2	3308
m	180	256	5	5	0	0	60s	100	2	3308
m	181	228	5	5	0	0	60s	100	2	3308
m	70	224	5	5	0	0	60s	100	2	3308
m	648	196	5	5	0	0	60s	100	2	3308
m	691	220	5	5	0	0	60s	100	2	3308
m	707	196	5	5	0	0	60s	100	2	3308
m	708	160	5	5	0	0	60s	100	2	3308
